mw_bin_label	bin_start_kda	bin_end_kda	protein_count	marker_count	signaling_prefix_count	family_count	families	marker_genes	signaling_genes	examples_audit_families	audit_burden_score	audit_priority	bin_center_kda	gaussian_effective_candidate_number	gaussian_identity_entropy_bits	gaussian_ambiguity_percentile	gaussian_marker_gaussian_mass	gaussian_signaling_gaussian_mass	gaussian_family_membership_gaussian_mass	gaussian_contextual_audit_burden_index	gaussian_contextual_audit_burden_score_0_100
162.0-164.0 kDa	162.0	164.0	94	0	3	3	Actin family; Cell-cycle CDK/cyclin; p53 pathway		CDK12, ROCK1, ROCK2	SBNO2, DISP2, LMTK2, TULP4, PTPRK, CRACD [Actin family], ARHGAP5, PTPRM, A2ML2, ZNF608, EEA1, WDR7, ABCC6, CEP162, SLIT3, ABCC8, CECR2, PTPRM	11.45	elevated	163.0	208.37598555018417	7.703045212477723	0.9615631416837782	0.0	4.295153878682557	10.009449312667243	0.5489153201079158	54.89153201079158
164.0-166.0 kDa	164.0	166.0	96	0	3	4	Actin family; Apoptosis caspase/BCL; MAPK cascade; Mitochondrial markers		BCL9L, MAP3K4, PIK3R4	A2M, SETD5, KIF24, MMR1L4, ABI3BP, SOGA1, AQR, CRACD [Actin family], CPS1 [Mitochondrial markers], MYOM2, BCL9L [Apoptosis caspase/BCL], MYOM2, NRXN1, CAMSAP2, IQGAP2, PTPRU, NKTR, NKTR	12.3	elevated	165.0	195.4920979930996	7.610966483156103	0.9600872689938398	0.0	4.136194357628346	8.130566217402132	0.5385187151616015	53.85187151616015
166.0-168.0 kDa	166.0	168.0	100	0	6	7	Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Histone family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; p53 pathway		BCL9L, CDK13, MAP3K4, PIK3C2G, ROCK2, SRCIN1	CLASP1, DOT1L [Histone family], TRAPPC8, RIMS2, POLA1, COL4A2, ABI3BP, RIMS2, ADGRL2, SRCIN1, HECW2, ITSN1, OVST, EEA1, , CLASP2, EPRS, ABI3BP	19.25	elevated	167.0	185.9033955607226	7.538409311370887	0.9593814168377823	0.0	5.555154521422754	8.531117532975038	0.5588481742884077	55.88481742884077
168.0-170.0 kDa	168.0	170.0	72	0	1	2	Actin family; Histone family		PIK3C2G	CLASP2, DOT1L [Histone family], POLA1, RALGAPB, TMEM131L, ABCC2, ADGRL3, RIMS2, BCORL1, CLASP2, PTPRM, CAMTA1, CLASP1, PTPRM, CFTR, KDM5B [Histone family], SLIT3, CAMSAP2	6.6	routine	169.0	153.16038865390468	7.2588994160074645	0.9579055441478439	0.0	2.4764890641791384	8.239825256016013	0.5160996234876096	51.60996234876096
170.0-172.0 kDa	170.0	172.0	64	0	2	2	AKT pathway; Actin family		PIK3C2G, ROCK2	PIK3C2G, ARHGEF12, RIMS2, MAGI2, COL24A1, BAZ1B [AKT pathway], ANKRD31, THSD7B, TOP2B, TULP4, MUC5ACL, ABCC1, GEMIN5, CRACD [Actin family], FHOD3, FGD5, PTPRS, DIP2B [Actin family]	7.7	routine	171.0	130.77631450206312	7.03095746115616	0.9566863449691991	0.0	1.8111584223966255	7.657470506554665	0.5022093753003934	50.22093753003934
172.0-174.0 kDa	172.0	174.0	53	0	0	2	Actin family; Histone family			SLIT3, CCDC180, SLIT3, SYNJ1, ARHGAP5, MAGI2, LTBP1, COL1A4, LRP6, DIP2A [Actin family], TMEM131L, COL24A1, NHSL1, ZNF518A, ARHGEF12, ABCC1, COL11A1, TOP2A	4.15	routine	173.0	123.94218641283206	6.9535235134076965	0.9557879876796714	0.0	0.5021734267212165	3.913342431605217	0.44545348310153093	44.545348310153095
174.0-176.0 kDa	174.0	176.0	59	0	0	2	Actin family; Lamin family			ADGB, TARBP1, NRXN3, SYNJ1, COL1A4, ADAMTS12, TNS3, TULP4, COL1A4, AQR, COL1A4, , ABCA9, AGL, AGL, UGGT1, BRCA1, ABCC9	4.45	routine	175.0	114.32472504005523	6.836993639128866	0.9532212525667351	0.0	0.453212781562337	3.9511121920396297	0.443859176649862	44.3859176649862
176.0-178.0 kDa	176.0	178.0	56	0	1	4	Actin family; Histone family; Lamin family; MAPK cascade		MAP3K4	EIF4G3, HECW2, CCDC141, , KDM5B [Histone family], MAP3K4 [MAPK cascade], COL5A1, ROBO1, RUSC2, LAMC1 [Lamin family], BAZ1A, COL11A1, COL16A1, DIP2A [Actin family], RIMS1, SMARCA2 [Actin family], C4, CEP170B	7.3	routine	177.0	121.33694848202391	6.92287512419779	0.9554029774127311	0.0	1.194877605226168	9.287825358667687	0.4943600506137581	49.43600506137581
178.0-180.0 kDa	178.0	180.0	67	0	1	3	Actin family; Lamin family; MAPK cascade		MAP3K4	CTTNBP2 [Actin family], NHSL1, SMARCA2 [Actin family], HEG1, NES, , COL11A1, MAP3K4 [MAPK cascade], FAM208A, RREB1, CEP170B, SORL1, TIAM1, KIF14, RREB1, PAPPA2, FHOD3, PBRM1	7.1	routine	179.0	134.1212139080775	7.067393635663246	0.957135523613963	0.0	0.915631320100337	5.712606167456408	0.4702297353874163	47.02297353874163
180.0-182.0 kDa	180.0	182.0	63	0	1	1	MAPK cascade		MAP3K4	ABCA8, CEP170B, PLCH2, EIF4G3, LRP6, VTG3, ABCC9, EIF4G1, PXDN, URB2, WDR62, IQGAP3, ROBO1, ABCA9, , DLEC1, ROBO1, LTBP1	5.4	routine	181.0	130.59610985072288	7.028968112825545	0.9566221765913757	0.0	1.3033909347068062	2.184503046435569	0.45282051876713325	45.282051876713325
