mw_bin_label,bin_start_kda,bin_end_kda,protein_count,marker_count,signaling_prefix_count,family_count,families,marker_genes,signaling_genes,examples_audit_families,audit_burden_score,audit_priority
166.0-168.0 kDa,166.0,168.0,16,0,1,1,Protein_phosphatases,,MED23,"CG9137, Blm, robo2, Dm_2L:23546, CG33291, Fak, MED23, mam, ph-p, loco, CG11005, Ptp69D [Protein_phosphatases], Fancd2, Dmel\CG12105, cv-d, rempA",3.05,routine
168.0-170.0 kDa,168.0,170.0,23,0,0,0,,,,"dtr, tutl, sns, Dmel\CG42788, Rbcn-3B, SoYb, CG18419, sli, sba, Tep4, fra, Kul, CG15028, Dmel\CG32681, Dmel\CG15894, Fancm, OtopLc, nsl1",1.15,routine
170.0-172.0 kDa,170.0,172.0,15,0,1,2,Protein_kinases; Toll_Imd_NFkB,,Toll-6,"Golgin245, Toll-6 [Toll_Imd_NFkB], Ank, zld, Acf, Dmel\CG42637, Gyc76C, Pxn, CG13980, Dmel\CG15080, Dmel\CG4744, cnk, Abl [Protein_kinases], GEFmeso, PDZ-GEF",3.75,routine
172.0-174.0 kDa,172.0,174.0,17,0,1,1,Ubiquitin_proteasome,,MED14,"C3G, mahj, atk, Dmel\CG6454, NP_649372, Ulp1, MED14, salsa, Cadps, Dmel\CG31140, Shrm, Tmem131, raskol, MRP, Gyf, Usp47 [Ubiquitin_proteasome], CG4093",3.1,routine
174.0-176.0 kDa,174.0,176.0,15,0,0,0,,,,"Dmel\CG34027, Alh, RhoGAP15B, ninaC, Col4a1, sol, Dmel\CG33235, Uggt, plx, Nup214, chas, nompA, Dmel\CG8086, osp, RecQ4",0.75,routine
176.0-178.0 kDa,176.0,178.0,12,0,1,0,,,Pvr,"Efa6, Dmel\CG42390, Iml1, ImpE1, frac, raptor, Pvr, Mekk1, CG13812, Dmel\CG11970, Duox, Sos",2.1,routine
178.0-180.0 kDa,178.0,180.0,11,0,0,1,Protein_kinases,,,"Dmel\CG14322, larp, wge, CT39634, wake, CG32778, RhoGAPp190, Gcn2 [Protein_kinases], dec, CG13632, Asx",1.3,routine
180.0-182.0 kDa,180.0,182.0,7,0,1,1,Notch,,Arms,"lilli, sha, sno [Notch], ms(2)34Fe, side-III, Arms, Zmynd8",2.6,routine
182.0-184.0 kDa,182.0,184.0,14,0,0,0,,,,"LanB2, flz, Eato, kkv, CG11620, fwd, Bap170, Agl, Fur2, Hasp, G9a, Patronin, Daxx, cmb",0.7,routine
184.0-186.0 kDa,184.0,186.0,14,0,0,0,,,,"cora, Q9VHT6_DROME, pcm, Gucy2d, pros, Dmel\CG17687, brm, wapl, sas, Dmel\CG8908, PolR1A, Alk, Srrm234, Dmel\CG42685",0.7,routine
186.0-188.0 kDa,186.0,188.0,11,0,0,1,Protein_kinases,,,"gek [Protein_kinases], Dmel\CG10543, Cad99C, mon2, Crag, Ino80, Arip4, CG15703, arr, Cirl, Sec71",1.3,routine
188.0-190.0 kDa,188.0,190.0,17,0,0,1,Histones,,,"Ac13E, Set1 [Histones], tho2, mfr, enc, l(1)G0196, woc, form3, Ac78C, CLIP-190, chif, unc-104, GluProRS, polybromo, hwt, AdamTS-A, CG32689",1.6,routine
190.0-192.0 kDa,190.0,192.0,11,0,0,0,,,,"Dmel\CG6040, Dmel\CG1801, Dmel\CG31635, Mrtf, Setx, Muc30E, gukh, anon-WO0140519.52, Chc, Gapvd1, Tdg",0.55,routine
192.0-194.0 kDa,192.0,194.0,11,0,0,0,,,,"Slik, nompC, Dmel\CG7029, ssp3, Abca3, c11.1, spri, ec, ATP8B, CG8473, vkg",0.55,routine
