mw_bin_label,bin_start_kda,bin_end_kda,protein_count,marker_count,signaling_prefix_count,family_count,families,marker_genes,signaling_genes,examples_audit_families,audit_burden_score,audit_priority
44.0-46.0 kDa,44.0,46.0,1179,3,43,12,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; ER markers; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Tubulin family; p53 pathway,"ACTB, CALR, TUBB2A","CASP1, CASP9, CCNB2, CCNJL, CCNY, CDK15, CDKL1, GSK3B, HIF3A, MAP2K1, MAP2K2, MAP2K7, MAPK10, MAPK8, MDM4, PIK3R1, PRKAR2A, PTEN, RASSF7, RASSF8, RBFOX1, RBFOX2, RBM17, RBM34, RBM42, RBMS1, RBMS3, RELT, TGFB1","PHLDA1, NIPAL4, BDKRB2, HNRNPDL, NCK2, KHDRBS1, HEMK1, VDR, DEPTOR [Actin family], CASP1 [Apoptosis caspase/BCL], BSCL2, ERLEC1, PRR5L, PELI2, MAPK8 [MAPK cascade], , WTAP, KIN",108.5,high
46.0-48.0 kDa,46.0,48.0,1265,0,51,13,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; ER markers; FOXO/SMAD transcription; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; Tubulin family; p53 pathway,,"BCL3, BCL6B, CASP8, CASP9, CCNA1, CCNB1, CCND1, CCNE1, CCNE2, CCNG2, CCNO, GSK3B, JAKMIP1, MAP2K5, MAPK1, MAPK10, MAPK9, MAPKAPK2, PIK3R3, PRKACB, PRKAR2B, PRKN, PTEN, RASGEF1C, RASSF5, RBBP4, RBBP7, RBM22, RBM41, RBM42, RBMS1, RBMS3, SMAD7, TGFB2, TGFBR1, VEGFC","DAPK2, , CACNB4, LOC525484, POGLUT1, BABAM2, PAAF1, BEND7, GPR161, ASB18, SERPINA7, WDR62, MKRN2, RPL3, RUFY2, NCEH1, GNA13, METAP1",106.25,high
48.0-50.0 kDa,48.0,50.0,1188,7,38,13,Actin family; Cell-cycle CDK/cyclin; ER markers; FOXO/SMAD transcription; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; Tubulin family; p53 pathway,"CALR, CANX, TUBA1C, TUBB2A, TUBB2B","CCNA2, CCNJL, CDK15, FOXO4, GSK3B, JUND, MAP2K5, MAP2K7, MAPK10, MAPK8, MAPK9, MAPKAPK2, MDM2, MDM4, NFKBID, PIK3R1, PPARA, PRKAG2, PRKN, RASGEF1C, RASSF8, RBFOX2, RBM34, RBM41, RBPJ, RBPMS, SMAD1, SMAD2, SMAD3, SMAD9, TGFB1I1","CEACAM16, PICK1, ECMX, PSKH1, PRKN, PNLIPRP3, IFRD2, MAEL, SYT11, TFAP2C, LOC112443216 [Tubulin family], TRMT11, CCT6B, NT5DC1, TEDC2 [Tubulin family], STK25, SDC3, SERPINB12",121.75,high
50.0-52.0 kDa,50.0,52.0,1265,3,40,15,AKT pathway; Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; ER markers; FOXO/SMAD transcription; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; Tubulin family; p53 pathway,"TUBA1A, TUBA1B, TUBB3","AKT2, AKT3, BCL6B, CASP2, CASP4, CASP6, CDK14, GSK3A, MAP2K5, MAP3K20, MAPK10, MAPK13, MAPK3, PPARD, PRKAR1B, PRKN, PTEN, RASGEF1B, RBM23, RBM41, RBM42, RBPJ, RBPMS, SMAD4, SMAD6, SMAD9, TGFB1, TGFB2, TGFB3, TP53, VEGFB","TMEM184C, MEIKIN, CDSN, RCC1L, C20H5orf22, RGS7, ZNF362, OR6Z9, CHGA, TMPRSS2, SOX10, SLC2A8, CAMKV, EXOC3L2, TUBD1 [Tubulin family], KRT7, SERGEF, NDE1",106.25,high
52.0-54.0 kDa,52.0,54.0,1193,1,37,14,AKT pathway; Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; ER markers; FOXO/SMAD transcription; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; Tubulin family; p53 pathway,HSPA8,"AKT3, CDK14, CDK19, CDK8, CDK9, GSK3A, MAP2K5, MAP3K8, MAPK10, MAPK8, MAPKAP1, MDM2, PPARA, PRKAA1, RASGEF1A, RASGEF1C, RBBP7, RBCK1, RBM23, RBM41, RBM46, RBPJ, RBPMS, ROCK1, SMAD1, SMAD2, SMAD5, SMAD6, TGFBR1, TP53I13","TIMM44 [Mitochondrial markers], PPP2R2B, EOGT, IFFO2, FKTN, GLRA2, ATG4A, DDX6, RMND1, LOC786377, PPP2R2B, ACP1, IRF6, ENTREP2, LETM2, ERG, MEIOB, FADS3",91.0,high
54.0-56.0 kDa,54.0,56.0,1151,1,43,13,AKT pathway; Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; FOXO/SMAD transcription; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; Tubulin family; p53 pathway,LMNA,"AKT1, AKT2, AKT3, CASP16, CASP8, CDK14, CDK16, CDK18, CDK19, CDK5RAP3, CDKL2, FOXO4, GSK3B, JAKMIP1, MAP2K4, MAP3K8, MAPKAP1, MAPKAPK5, MDM2, MDM4, PIK3R1, PIK3R3, PRKAG3, RASGEF1A, RASGEF1B, RBM46, RBM8A, RBPJ, TGFBR1","WDR37, POGLUT2, GLRB, BCAS1, NYX, ZNF19, CDH8, LTA4H, SCARB2, SPRED2, TTBK2, ANXA11, SLC37A3, CASP16 [Apoptosis caspase/BCL], SLC2A3, CCDC85A, JAKMIP1 [Actin family; JAK-STAT], SLC38A1",99.25,high
56.0-58.0 kDa,56.0,58.0,1084,2,27,14,AKT pathway; Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; ER markers; FOXO/SMAD transcription; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; Tubulin family; p53 pathway,"P4HB, TUBB3","AKT1, CASP8, CDK16, CDK19, CDK5RAP1, CDK5RAP3, MAP2K4, MAP3K7, MAPKAPK5, MDM4, PPARG, PRKAG3, PRKN, RASGEF1A, RASSF10, RBM39, RBM47, RBPJ, RBPJL, SMAD6, TGFB1, TGFBR1","RBPJ, CHRNA7, KCNF1, FSD1, VEZF1, GTF2H2, SLC1A4, XYLB, AAAS, ZNF775, USP14, MBOAT1, FTO, STK3, TUBB3 [Tubulin family], MRPS9, CCDC50, UBE3D",81.0,high
58.0-60.0 kDa,58.0,60.0,976,3,17,13,AKT pathway; Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; ER markers; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Tubulin family; p53 pathway,"ATP5F1A, CANX","AKT1, AKT2, AKT3, CCNL1, CCNL2, MAPKAP1, PRKAG2, PRKAR1B, RASGEF1B, RBBP5, RBM23, RBM39, RBPJ, RELA, RELB","NEPN, LOC786974, GHDC, HHATL, LOC522334, TRAF3, ANGPTL1, TUBE1 [Tubulin family], KLF15, TMEM175, CYB5R4, SLC16A3, SYT7, LOC132344484, ETV3, KCNA10, GLCCI1, MEPE",70.25,high
60.0-62.0 kDa,60.0,62.0,974,2,14,13,AKT pathway; Actin family; Apoptosis caspase/BCL; ER markers; FOXO/SMAD transcription; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Tubulin family; p53 pathway,"CANX, P4HB","AKT1, MAP3K7, MAPKAPK5, PRKCI, PRKCSH, RBCK1, RBM46, RBMS3, RELB, SMAD4, SRC","CDC25B, SLC22A7, , GAS8, CAMK2D, FYN, ADAT1, ZNF331, TCTN3, HNRNPLL, PUF60, MARCOL, PRDM14, SCNN1A, CPN2, MARCHF1, CLK2, PIP5K1B",60.75,high
62.0-64.0 kDa,62.0,64.0,809,4,18,12,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; ER markers; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Tubulin family; p53 pathway,"CANX, P4HB, SDHA","CCNK, CDK16, CDK17, CDKAL1, CDKL2, CDKL3, MAPK1, PRKAA2, PRKAG2, RASGRP2, RBCK1, RBM14, RBM45, RELA, RHOBTB3","ALDH4A1, MTUS1, TDRKH, DCAF15, LOC786974, CFAP53 [p53 pathway], RNGTT, LMBRD1 [Lamin family], CYP2U1, SPPL2A, XRRA1, EPHX2, ZUP1, FBXW8, SLC1A2, PLBD1, LRRC47, EPN2",76.0,high
64.0-66.0 kDa,64.0,66.0,784,1,22,11,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; ER markers; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; p53 pathway,CANX,"CCNK, CDK5RAP1, CDKAL1, CDKL2, HIF3A, MAP3K3, MAP3K7, MAPK4, NFKBIZ, PRKAA1, PRKCZ, PTEN, RAF1, RASGRF2, RASGRP2, RBM47, REL, TGFBR2","ARHGEF3, SLC22A16, FAM151A, PRKAA1, WBP11, FAM151A, NF2, TGFBR2, LOC785216, ARIH1, PINK1, NEURL1, LMF1, LRRIQ4, RBM47, NT5C1B, IL27RA, ",66.25,high
66.0-68.0 kDa,66.0,68.0,753,5,20,10,Actin family; Cell-cycle CDK/cyclin; ER markers; FOXO/SMAD transcription; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel,"CANX, HSPA8, LMNB1, SDHA","CCNK, CDK17, CDK5RAP1, CDKAL1, FOXO1, FOXO6, MAP3K2, MAP3K7, MAPK15, PRKAA2, PRKCI, PRKCQ, PRKCSH, PRKCZ, RELB, RHOBTB3",", ZNF181, SCFD1, PRKCI, CENPB, PATL2, RTKN, ASMTL, HMGXB4, CCDC38, GRSF1, MELK, JPH4, PTPN11, SAMHD1, GPR153, RAD17, CBFA2T3",82.5,high
68.0-70.0 kDa,68.0,70.0,686,2,25,10,Actin family; Cell-cycle CDK/cyclin; FOXO/SMAD transcription; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel,"HSPA1A, LMNB1","CDKL3, FOXO1, JAKMIP1, MAP3K2, MAP3K3, MAPK14, PRKCH, PRKCI, PRKCSH, PRKCZ, PRKG1, RAF1, RASGRP1, RASGRP2, RBBP8NL, RBM14, RELB, RHOBTB3, RHOT1, RHOT2","PLK1, BCAM, TCF7L2, AKAP8L, EPB42, BTRC, MCOLN2, ZNF792, SSX2IP [Actin family], DET1, CFI, LMBRD1 [Lamin family], C10H14orf39, LOC112442728, GNL3L, SLC6A6, KNG1, LRRC27",75.0,high
70.0-72.0 kDa,70.0,72.0,690,5,16,9,Actin family; Cell-cycle CDK/cyclin; ER markers; FOXO/SMAD transcription; Heat shock proteins; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers,"HSPA1A, HSPA8, LMNA","CDKAL1, CDKL2, CDKL3, FOXO3, JAKMIP1, MAP2K7, MAP3K3, MAP3K7, PRKCB, PRKCG, RHOT1, TGFBI, TGFBR2","ZWILCH, ZDHHC8, OLFML2A, ENG, ATG16L1, EYA4, MTM1, SEMA7A, FUBP1, SASS6, RLIM, KLHL31, FNBP1L, MED26, SLC6A4, TKTL2, ACOT11, DMWD",75.75,high
72.0-74.0 kDa,72.0,74.0,598,3,13,11,Actin family; Apoptosis caspase/BCL; ER markers; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Tubulin family,"HSPA8, SDHA","BCL6, HIF3A, JAKMIP1, MAP3K3, PRKCG, RAF1, RASGRP4, RHOBTB1, RHOT1, RHOT2, TGFBI","IRAK2, LRCH4, FBXL18, XRCC6, PTH1R, EPB41L4A, SOX13, SLC6A14, SH2B1, DDX43, LOC112445770, PLPPR4, HNRNPM, PRKCG, KIFBP, FUBP1, ODAD3, RAB11FIP4 [Actin family]",62.75,high
74.0-76.0 kDa,74.0,76.0,606,1,16,12,Actin family; Apoptosis caspase/BCL; ER markers; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; Tubulin family; p53 pathway,LMNA,"BCL11B, BCL6, HIF3A, JAKMIP1, MAP3K19, MAPK6, MAPK8IP1, MDM1, PIK3R6, PRKCA, PRKCE, PRKCG, PRKCQ, RASGRP4, SRC, TGFBI","LARP4, RNF6, ACSL1, KLHL20, LEO1, TM9SF4, BBS7, EFHC1, GIMAP8, XPNPEP1, ASB12, MEPCE, FZD6, ABLIM3 [Actin family], SLC27A1, RARS1, CD44, GALNT12",58.0,elevated
76.0-78.0 kDa,76.0,78.0,544,0,16,11,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; Tubulin family; p53 pathway,,"BCLAF3, CDK17, MAP3K3, MAPK8IP1, MDM1, PIK3R2, PRKCA, PRKCB, PRKCE, PRKCG, PRKCH, PRKCQ, PRKG1, RHOT1","BRF1, SHCBP1, KATNB1, TCTN2, ZNF569, NAALAD2, CLIP4, DHX35, ZNF219, CNGA2, FCHSD1, MARCHF7, SLC44A1, HEATR3, ACSL5, BCNT2, SH3KBP1, SLC43A2",52.25,elevated
78.0-80.0 kDa,78.0,80.0,571,1,14,12,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; JAK-STAT; Lamin family; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; Tubulin family; p53 pathway,LMNA,"BCL6, CDKN2AIP, NFKBIZ, PRKCA, PRKCD, PRKCG, PRKCQ, RASEF, RASGRP3, RBM28, RHOBTB1, STAT4","GAD1, SH3KBP1, RANBP9, BRD7, ARNT2, SCML2, TBC1D14, FSHR, RPH3A, APEH [Lamin family], ACSL6, ZP2, LRP8, LRRFIP1 [Actin family], MCCC1 [Mitochondrial markers], RASGRP3, SRPK1, CPSF3",55.0,elevated
80.0-82.0 kDa,80.0,82.0,561,1,11,10,Actin family; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; Tubulin family,HSP90AB1,"CCNT1, MAP3K19, MAPK7, PIK3R2, PIK3R6, PRKCG, PRKCQ, RASA4B, RHOT1","IFT80, ALDH16A1, PAMR1, SLC44A2, ZER1, GPAT2 [Mitochondrial markers], DNAJC14, SEMA4F, MYH2, MTA1, PAMR1, YME1L1, ATXN7L2, DDX27, PRKCG, FAM13A, MPHOSPH10, RUFY2",49.0,elevated
82.0-84.0 kDa,82.0,84.0,503,3,18,9,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers,HSP90AB1,"BCL11A, BCLAF3, CCNT2, MAPK6, PIK3R1, PIK3R2, PRKCA, PRKCE, PRKCQ, RASEF, RASGRP2, RBAK, RBSN, RHOBTB2, STAT4, STAT5B","RPS6KA1, LPO, DENND2B, RNF214, TRAF4, ZC3H14, DNMT3B, DNMT3B, ARNT, FGFR1, LRSAM1, PUM3, SP3, CPXM2, CDH7, MAP7, XRRA1, RAP1GAP2",68.75,high
84.0-86.0 kDa,84.0,86.0,508,3,18,11,Actin family; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; JAK-STAT; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; Tubulin family; p53 pathway,HSP90AA1,"MAP3K13, MAPK7, MAPK8IP2, PIK3AP1, PIK3R6, PRKG2, RASA4B, RASGRP1, RBBP8, RBM28, RHOBTB2, STAT1, STAT3, STAT4, STAT5A","PIK3R6, SNAP91, MID2, IQSEC3, ADD1, FCHSD2, KIAA0319L, AMFR, HSD17B4, LOC515755, ARHGAP10, CAPN11, NCSTN, CUL4B, LOXL4, CNNM4, SYTL5, DRC1",70.25,high
86.0-88.0 kDa,86.0,88.0,461,1,21,10,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; JAK-STAT; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Tubulin family,TFRC,"BCL11A, BCLAF1, CCNF, JAKMIP3, MAPK8IP2, PIK3R2, RASGRP1, RASGRP2, STAT1, STAT3, STAT4, STAT5A, STAT5B, TGFBR3","HSPA14 [Heat shock proteins], ELAC2, VPS51, ZNF667, CHPF2, POT1, SMURF1, LOC112445144, ARHGAP10, ZNF184, GFM2 [Mitochondrial markers], ACAP1, LOC515755, EZH1 [Histone family], LOC518612, IDUA, CUX1, PCSK7",64.0,high
88.0-90.0 kDa,88.0,90.0,429,1,14,11,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; p53 pathway,TFRC,"BCL11B, CCNF, CCNT2, CDK11B, JAKMIP1, MDM1, PIK3AP1, PRKG2, RASA4B, RBM5, STAT1, STAT5B","CDH11, ACO2 [Mitochondrial markers], DNMT3B, TPC3, PDZRN3, ITGB5, PTPN12, FAM193B, AFG3L2, PLA2G6, XRRA1, FASTKD3, MFSD6, SH3RF3, ITGB5, CCNF [Cell-cycle CDK/cyclin], LOC505600, HECTD2",54.25,elevated
90.0-92.0 kDa,90.0,92.0,419,0,14,10,Actin family; Apoptosis caspase/BCL; Heat shock proteins; Histone family; JAK-STAT; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; p53 pathway,,"JAKMIP2, JAKMIP3, MAP3K20, PIK3AP1, PPARGC1A, PRKD2, PRKG2, RASGRP1, STAT5A, TGFBR3","RINT1 [Actin family], PALD1, MAP7D1, ESPN, PTPRA, GOLGA1, OPHN1, TPCN2, GCFC2, CDH16, AFG3L2, NUP93, PBXIP1 [Actin family], ZFYVE1, PDCD6IP [Actin family], PPARGC1A [Nuclear receptor PPAR], HSPA4L [Heat shock proteins], SLC9A4",48.5,elevated
92.0-94.0 kDa,92.0,94.0,418,1,16,10,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; JAK-STAT; Lamin family; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR,EEF2,"CDKL5, HIF1A, JAKMIP2, NFKB2, PIK3AP1, PPARGC1A, PRKD1, RASA3, RASAL1, RBM5, RBSN","IQCA1, ATG9A, NAA35, DLG1, NLGN1, TJP3, NKRF [NF-kB/Rel], DIAPH1, IQUB, SNX25, ADGRG1, ACAP2, OSBPL11, VAV1, THSD1, ADAM23, ST14, MAP7D1",56.5,elevated
94.0-96.0 kDa,94.0,96.0,405,1,17,11,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; Tubulin family,EEF2,"BCL11B, CDK11B, JAKMIP2, MAP3K11, MAP3K12, PIK3C3, PIK3R5, PPARG, RASA3, RBBP8, RBM10, STAT1, STAT6, TGFBR3","LRRC8A, PYGL, ACE2, E2F8, ATP2C2, USP16, TAX1BP1, BRINP2, CLCN2, EXD3, DNM3, PAM, FAM91A1, DNMT3B, SMPD4, CC2D1B, DSC2, KAT2A [Histone family]",58.75,elevated
96.0-98.0 kDa,96.0,98.0,400,0,17,9,Actin family; Heat shock proteins; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; Tubulin family,,"JAKMIP1, JAKMIP2, JAKMIP3, MAP3K12, NFKB2, PIK3C3, PIK3R5, PPARG, PRKD2, RASA2, RBBP8, RBM15B, TGFBR3, TGFBRAP1","KCNQ2, SEMA6C, TLR4, VSIG10L, TLR4, AMPD2, GCC1, PPFIBP2, TFIP11 [Actin family], MAP4K2 [MAPK cascade], HK1, MLXIPL [Actin family], KAZN, ADGRG1, , RPS6KA6, TGFBR3, TFIP11 [Actin family]",52.25,elevated
98.0-100.0 kDa,98.0,100.0,374,0,14,10,Actin family; Cell-cycle CDK/cyclin; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; Tubulin family,,"JAKMIP2, JAKMIP3, MAP3K12, NFKB1, PIK3C3, PIK3R5, PPARG, RBBP8, RBM12, RBM19, STAT2, TGFBRAP1","TLR5, KCNQ4, ASAP3, ATP6V0A2, OXR1, SUCO, LRRC8D, DNM2, VAV1, DNM3, FGD4, CHRD, DDR2, PIK3R5, AGBL2, GTF3C3, ETAA1, MASTL",47.2,elevated
100.0-102.0 kDa,100.0,102.0,329,0,13,10,Actin family; Apoptosis caspase/BCL; Heat shock proteins; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; p53 pathway,,"BCLAF1, JAKMIP3, PIK3C3, PIK3CG, PPARG, PRKD1, PRKD3, RASA1, RBM15, RBM19, RBM25, TGFBRAP1","ESYT2, TNPO1, PALM2, FAM111B, TBC1D30, DPP9, ECT2, CHSY3, AGBL2, CBL, KIF20A, RECQL5, GSAP, PIDD1 [p53 pathway], SPICE1, MAP10, DLG1, LARS2",43.45,elevated
102.0-104.0 kDa,102.0,104.0,329,0,5,10,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Histone family; JAK-STAT; Lamin family; MAPK cascade; Mitochondrial markers; Tubulin family; p53 pathway,,"JAKMIP3, MAP3K10, MAP3K14, PRKD1, RBM19","ZFR2, ACTN1 [Actin family], CASD1, GALNT5, CHRD, HACE1, EXOC1, HAUS6, AARS2, MCTP2, AASS [Mitochondrial markers], CNKSR2, ESF1, COPB2, LPIN2, MCTP2, FGD1, RNF40",31.45,elevated
104.0-106.0 kDa,104.0,106.0,304,0,6,7,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Histone family; Lamin family; Mitochondrial markers; NF-kB/Rel,,"NFKB1, PIK3C3, RASA1, RBM15, RBM19","LTBP3, DTHD1, CD22, MERTK, PIK3C3, TRAK1, FBXO10, ICAM5, SMARCAL1, ZNF316, TNPO3, OSBPL6, CCDC186, SLC8A1, ACTN4 [Actin family], PKN1, ATP2C1, SMCR8",29.45,elevated
106.0-108.0 kDa,106.0,108.0,275,0,5,6,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Histone family; Mitochondrial markers; Tubulin family,,"BCLAF1, CDKL5, RB1, RBBP6, SRCIN1","VPS35L, TRAK1, IL6ST, ADGRD2, GRIN1, CEP120, BCLAF1 [Apoptosis caspase/BCL], EPHB6, CD163L1, STON2, ADGRF3, NEDD4L, PUM2, IPO13, MEIOC, PAM, ENPP2, RBBP6",25.75,elevated
108.0-110.0 kDa,108.0,110.0,286,2,7,7,Actin family; Apoptosis caspase/BCL; Cell-cycle CDK/cyclin; Histone family; MAPK cascade; Mitochondrial markers; NF-kB/Rel,"ATP1A1, VCL","MAP3K13, NFKB1, RBM10, RBM19, RBM26, RBM44","FSBP, KIF28, EMILIN1, NNT, INTS4, DLG2, SLC8A1, RBM44, CORIN, INTS5, PCDHGC3, OGDHL [Mitochondrial markers], OFD1, TMEM63A, VAV3, USP37, KIF19, POLR1B",40.05,elevated
110.0-112.0 kDa,110.0,112.0,277,1,5,7,Actin family; Cell-cycle CDK/cyclin; Histone family; Mitochondrial markers; NF-kB/Rel; Nuclear receptor PPAR; p53 pathway,VCL,"CDKL5, NFKB1, PPARGC1B, RASAL3, RBM26","RAI14, SNX14, KIF5C, LIMCH1, CACNA2D4, EPB41L2, ZSWIM4, MIB1, FGD1, ZBTB11, VPS18, ADGRG2, TSHZ2, EIF4ENIF1, TRIM37, RAB3GAP1, RAPGEF3, ALS2CL",31.6,elevated
112.0-114.0 kDa,112.0,114.0,277,3,5,4,Actin family; Apoptosis caspase/BCL; Histone family; Mitochondrial markers,ATP1A1,"PIK3CB, PIK3CD, RASA1, RBM26, RBM27","SAFB2, ANKRD35, USP38, , WDR59, EPHA7, ANKRD28, MTREX, RBM26, GRID1, CPED1, MFHAS1, PLD1, HEPH, PITRM1, ZNF628, ZCCHC14, EML4",39.35,elevated
114.0-116.0 kDa,114.0,116.0,249,1,10,8,Actin family; Apoptosis caspase/BCL; Heat shock proteins; Histone family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; Tubulin family,ATP1A1,"MAP3K21, PIK3CA, PIK3CG, PPARGC1B, RASA1, RASIP1, RBL1, RBM12B, RBM26","AMOT, RASIP1 [Actin family], C2CD5, SORBS2, SENP7, EPHA5, ABL2, DDB1, PXN, HERC6, DAG1, USP28, ZNF154, LOC112442305, NLRP9, ZRANB3, CNKSR2, SLC4A4",38.45,elevated
116.0-118.0 kDa,116.0,118.0,260,1,7,9,AKT pathway; Actin family; Apoptosis caspase/BCL; Histone family; MAPK cascade; Mitochondrial markers; Nuclear receptor PPAR; Tubulin family; p53 pathway,VCL,"PIK3CB, PPARGC1B, RBM27, RBM44","BICRAL, TMEM132E, RFC1, KIF1C, STK31, FRMD4A, ADCY2, PLCH1, TAOK1, PLEKHA7, LOC100297905, XPO1, ATP8A2, EMC1, PPARGC1B [Nuclear receptor PPAR], IDE, CCDC57, MCM9",35.25,elevated
118.0-120.0 kDa,118.0,120.0,191,0,8,7,Actin family; Histone family; JAK-STAT; MAPK cascade; Mitochondrial markers; Tubulin family; p53 pathway,,"JAK2, MAP3K9, PIK3CD, RBM10, RBM27, RBM6","MCF2L, MED24, ZNF445, RPS6KC1, LRIG3, ATP9A, RAPGEF4, IDE, PTK7, HDAC4 [Histone family], TTI1 [Actin family], IDE, POLD1, PPP1R13B, FBRSL1, NLRP3, SLC4A7, CPED1",26.8,elevated
120.0-122.0 kDa,120.0,122.0,233,1,2,6,AKT pathway; Actin family; Apoptosis caspase/BCL; Histone family; MAPK cascade; p53 pathway,VCL,"MAP3K9, RBL1","CARD10 [Apoptosis caspase/BCL], SEMA5B, DAG1, ROR2, GPR89A, C2CD5, FBXW10B, SEC24A, LARS1, FBH1, MIS18BP1, HDAC5 [Histone family], LRIG2, CEP128, MYRF, SYNPO, FAM120C, TNKS2",24.15,elevated
122.0-124.0 kDa,122.0,124.0,203,1,4,6,Actin family; JAK-STAT; Lamin family; Mitochondrial markers; Tubulin family; p53 pathway,VCL,"JAK3, PIK3CB, RBL2, TP53BP2","GRIP1 [Actin family], MEGF10, BNC2, PLEKHA7, LIMCH1, WDR6, SEMA5B, SMURF2, CORIN, TCERG1, SLC12A6, CEBPZ, PLCB1, DLC1, STARD8, POLR1B, FMNL2, UNC13D",25.65,elevated
124.0-126.0 kDa,124.0,126.0,209,0,4,4,Actin family; Histone family; Tubulin family; p53 pathway,,"PIK3CA, RASAL2, RBL2, TP53BP2","IQSEC1, ANO8, MICAL2 [Actin family], PPIP5K2, ADAR, MAN2A1, PDGFRB, SRGAP1, PLD1, FBLN2, SPECC1L, GRIP1 [Actin family], PHF2, AP3B2, MTR, , SCAF4, AFF4",19.45,elevated
126.0-128.0 kDa,126.0,128.0,180,0,6,5,Actin family; Histone family; Lamin family; Mitochondrial markers; NF-kB/Rel,,"PIK3CG, RASAL2, RBM20, RBM6, RELCH, SRCIN1","CFAP70, TBC1D8B, FBF1, RANBP17, TPP2, ATP8A2, AHI1, PKP4, EFL1, GRM5, MYO1E, SASH1, TAOK2, ADGRL2, LATS1, POLRMT, USP7, HIPK1",21.75,elevated
