mw_bin_label	bin_start_kda	bin_end_kda	protein_count	protein_density_per_kda	mean_effective_candidates	median_effective_candidates	mean_identity_entropy_nats	mean_discriminability	ambiguity_percentile	auditability_percentile	mean_mw_kda	median_window_count	mean_window_count	median_gaussian_ambiguity	mean_gaussian_ambiguity	median_identity_entropy_nats	median_discriminability	median_nearest_neighbor_gap_kda
296.0-298.0 kDa	296.0	298.0	5	2.5	13.496060502144946	13.618952672292636	2.5839299051868037	0.07686546519225072	0.6434977578475336	0.3565022421524664	297.0450745200018	11.0	11.8	5.727964415651249	5.989684378265547	2.6114624014572514	0.07342708533193386	0.26894329999828415
298.0-300.0 kDa	298.0	300.0	4	2.0	13.376783667774179	12.978338779903929	2.579916459687639	0.07678468680097066	0.6412556053811659	0.3587443946188341	299.0597275550033	11.0	11.5	5.484881745961115	5.927631484914815	2.5632815816388095	0.07705148507335784	0.11570139999733442
300.0-302.0 kDa	300.0	302.0	12	6.0	24.28634648287236	25.124212625885058	3.1782617522987864	0.0421664518619759	0.6614349775784754	0.33856502242152464	301.13010353000226	23.5	23.75	14.557565433214743	13.84122181360766	3.2237220406815372	0.0398109987746382	0.10779420000119444
302.0-304.0 kDa	302.0	304.0	20	10.0	29.51582394973081	29.339226531895427	3.3842142588267405	0.03392841461525517	0.679372197309417	0.320627802690583	303.13825729500275	30.0	29.75	20.097932130352927	19.782221706775225	3.378924587222751	0.03408411754565435	0.04195479999827967
304.0-306.0 kDa	304.0	306.0	7	3.5	25.47571614604136	25.69687265034923	3.2363384525067187	0.03936199585644829	0.6636771300448431	0.3363228699551569	305.0418638085743	23.0	22.0	11.26401061730764	11.818253529988652	3.246369297739901	0.03891524130608203	0.16337390000205687
306.0-308.0 kDa	306.0	308.0	13	6.5	29.220637168546073	30.29903392766344	3.372673186697871	0.034376395387532094	0.6771300448430493	0.3228699551569507	307.3578267492339	30.0	28.846153846153847	20.12436603399218	17.782748910302406	3.4111158284315675	0.03300435262680062	0.04463000000004058
308.0-310.0 kDa	308.0	310.0	19	9.5	30.927363380337994	31.488451781251275	3.4303445398812262	0.03241905290759637	0.6860986547085202	0.31390134529147984	308.9008239010562	33.0	32.31578947368421	21.14865767082497	20.34338921957804	3.4496208684946614	0.03175767443083422	0.03343159999951695
310.0-312.0 kDa	310.0	312.0	6	3.0	23.347555215245865	23.01424277576522	3.1469000041316915	0.043138959218535215	0.6569506726457399	0.3430493273542601	310.57696668000295	20.0	20.833333333333332	11.290037360066277	11.583306223474892	3.1343509216087946	0.043604777112658026	0.09863639999713314
312.0-314.0 kDa	312.0	314.0	10	5.0	16.200435785102187	15.647916592491637	2.783392262451803	0.06192786348377728	0.647982062780269	0.35201793721973096	313.1496791300025	14.5	15.2	9.44360655638947	9.374755035719728	2.7502896514938193	0.06391242321762702	0.05018209999843748
314.0-316.0 kDa	314.0	316.0	8	4.0	16.90010572382138	16.811145593822005	2.824425199194475	0.05951807666378704	0.6502242152466368	0.34977578475336324	315.1424774050022	16.5	17.125	9.94892697116342	9.875847791168683	2.821537004476495	0.05954446620831562	0.22440000000005966
316.0-318.0 kDa	316.0	318.0	5	2.5	13.312892346887574	13.769624769088791	2.5876656384241103	0.07527676330877539	0.6390134529147982	0.36098654708520184	316.52021714000364	14.0	13.2	8.435912071459718	7.506841352311804	2.6224650624846593	0.07262362023436426	0.017061999999214095
318.0-320.0 kDa	318.0	320.0	5	2.5	9.47952097739431	9.319990756499912	2.2445342529606824	0.10643363143310829	0.5986547085201793	0.4013452914798207	319.1678759800039	9.0	9.6	4.99957541146488	5.020460370483301	2.232161636905153	0.10729624375459641	0.05366779999815208
